Barcode,Cluster
cell_7540,1
cell_7541,22
cell_7542,7
cell_7543,2
cell_7544,3
cell_7545,3
cell_7546,2
cell_7547,10
cell_7548,1
cell_7549,22
cell_7550,2
cell_7551,3
cell_7552,1
cell_7553,3
cell_7554,2
cell_7555,35
cell_7556,3
cell_7557,4
cell_7558,2
cell_7559,2
cell_7560,2
cell_7561,1
cell_7562,7
cell_7563,3
cell_7564,36
cell_7565,22
cell_7566,16
cell_7567,8
cell_7568,21
cell_7569,25
cell_7570,7
cell_7571,30
cell_7572,22
cell_7573,35
cell_7574,1
cell_7575,1
cell_7576,1
cell_7577,3
cell_7578,7
cell_7579,1
cell_7580,25
cell_7581,2
cell_7582,1
cell_7583,23
cell_7584,3
cell_7585,10
cell_7586,16
cell_7587,9
cell_7588,7
cell_7589,18
cell_7590,18
cell_7591,3
cell_7592,1
cell_7593,20
cell_7594,1
cell_7595,15
cell_7596,7
cell_7597,15
cell_7598,35
cell_7599,6
cell_7600,22
cell_7601,2
cell_7602,29
cell_7603,25
cell_7604,12
cell_7605,7
cell_7606,35
cell_7607,23
cell_7608,6
cell_7609,1
cell_7610,3
cell_7611,35
cell_7612,24
cell_7613,25
cell_7614,20
cell_7615,22
cell_7616,10
cell_7617,2
cell_7618,2
cell_7619,22
cell_7620,2
cell_7621,1
cell_7622,2
cell_7623,2
cell_7624,1
cell_7625,10
cell_7626,35
cell_7627,2
cell_7628,10
cell_7629,1
cell_7630,1
cell_7631,25
cell_7632,3
cell_7633,18
cell_7634,1
cell_7635,3
cell_7636,30
cell_7637,35
cell_7638,25
cell_7639,10
cell_7640,2
cell_7641,14
cell_7642,22
cell_7643,3
cell_7644,22
cell_7645,22
cell_7646,25
cell_7647,3
cell_7648,9
cell_7649,21
cell_7650,10
cell_7651,4
cell_7652,8
cell_7653,4
cell_7654,27
cell_7655,14
cell_7656,1
cell_7657,3
cell_7658,7
cell_7659,16
cell_7660,3
cell_7661,20
cell_7662,2
cell_7663,3
cell_7664,8
cell_7665,2
cell_7666,3
cell_7667,7
cell_7668,22
cell_7669,32
cell_7670,22
cell_7671,18
cell_7672,35
cell_7673,14
cell_7674,18
cell_7675,35
cell_7676,25
cell_7677,24
cell_7678,21
cell_7679,7
cell_7680,2
cell_7681,16
cell_7682,16
cell_7683,2
cell_7684,22
cell_7685,22
cell_7686,22
cell_7687,1
cell_7688,1
cell_7689,2
cell_7690,7
cell_7691,12
cell_7692,3
cell_7693,25
cell_7694,2
cell_7695,2
cell_7696,31
cell_7697,35
cell_7698,25
cell_7699,18
cell_7700,12
cell_7701,10
cell_7702,1
cell_7703,2
cell_7704,3
cell_7705,7
cell_7706,2
cell_7707,7
cell_7708,7
cell_7709,35
cell_7710,1
cell_7711,24
cell_7712,25
cell_7713,24
cell_7714,3
cell_7715,18
cell_7716,34
cell_7717,2
cell_7718,7
cell_7719,1
cell_7720,20
cell_7721,3
cell_7722,15
cell_7723,2
cell_7724,2
cell_7725,8
cell_7726,10
cell_7727,23
cell_7728,1
cell_7729,22
cell_7730,2
cell_7731,1
cell_7732,1
cell_7733,15
cell_7734,1
cell_7735,2
cell_7736,7
cell_7737,3
cell_7738,18
cell_7739,7
cell_7740,2
cell_7741,3
cell_7742,1
cell_7743,19
cell_7744,10
cell_7745,30
cell_7746,2
cell_7747,3
cell_7748,7
cell_7749,2
cell_7750,2
cell_7751,37
cell_7752,2
cell_7753,10
cell_7754,18
cell_7755,2
cell_7756,2
cell_7757,3
cell_7758,10
cell_7759,2
cell_7760,2
cell_7761,31
cell_7762,1
cell_7763,10
cell_7764,8
cell_7765,24
cell_7766,29
cell_7767,7
cell_7768,10
cell_7769,3
cell_7770,7
cell_7771,7
cell_7772,10
cell_7773,10
cell_7774,3
cell_7775,4
cell_7776,3
cell_7777,23
cell_7778,33
cell_7779,23
cell_7780,23
cell_7781,20
cell_7782,7
cell_7783,2
cell_7784,9
cell_7785,9
cell_7786,9
cell_7787,7
cell_7788,35
cell_7789,26
cell_7790,3
cell_7791,3
cell_7792,14
cell_7793,3
cell_7794,9
cell_7795,3
cell_7796,9
cell_7797,12
cell_7798,2
cell_7799,2
cell_7800,7
cell_7801,14
cell_7802,2
cell_7803,12
cell_7804,35
cell_7805,17
cell_7806,30
cell_7807,30
cell_7808,3
cell_7809,16
cell_7810,35
cell_7811,19
cell_7812,8
cell_7813,2
cell_7814,2
cell_7815,1
cell_7816,3
cell_7817,3
cell_7818,22
cell_7819,3
cell_7820,18
cell_7821,25
cell_7822,14
cell_7823,21
cell_7824,2
cell_7825,1
cell_7826,22
cell_7827,2
cell_7828,2
cell_7829,13
cell_7830,19
cell_7831,7
cell_7832,20
cell_7833,6
cell_7834,39
cell_7835,12
cell_7836,15
cell_7837,35
cell_7838,1
cell_7839,21
cell_7840,21
cell_7841,8
cell_7842,8
cell_7843,2
cell_7844,2
cell_7845,21
cell_7846,2
cell_7847,1
cell_7848,1
cell_7849,22
cell_7850,7
cell_7851,4
cell_7852,2
cell_7853,2
cell_7854,2
cell_7855,2
cell_7856,4
cell_7857,2
cell_7858,19
cell_7859,2
cell_7860,7
cell_7861,7
cell_7862,2
cell_7863,2
cell_7864,10
cell_7865,2
cell_7866,13
cell_7867,3
cell_7868,2
cell_7869,16
cell_7870,2
cell_7871,2
cell_7872,2
cell_7873,23
cell_7874,2
cell_7875,2
cell_7876,31
cell_7877,13
cell_7878,2
cell_7879,2
cell_7880,7
cell_7881,3
cell_7882,2
cell_7883,7
cell_7884,22
cell_7885,15
cell_7886,17
cell_7887,27
cell_7888,2
cell_7889,14
cell_7890,20
cell_7891,2
cell_7892,15
cell_7893,12
cell_7894,2
cell_7895,7
cell_7896,25
cell_7897,18
cell_7898,25
cell_7899,2
cell_7900,3
cell_7901,7
cell_7902,7
cell_7903,7
cell_7904,35
cell_7905,2
cell_7906,2
cell_7907,2
cell_7908,3
cell_7909,3
cell_7910,35
cell_7911,21
cell_7912,2
cell_7913,3
cell_7914,7
cell_7915,35
cell_7916,2
cell_7917,19
cell_7918,10
cell_7919,35
cell_7920,3
cell_7921,2
cell_7922,34
cell_7923,12
cell_7924,24
cell_7925,7
cell_7926,1
cell_7927,2
cell_7928,12
cell_7929,7
cell_7930,10
cell_7931,29
cell_7932,18
cell_7933,1
cell_7934,22
cell_7935,35
cell_7936,21
cell_7937,1
cell_7938,3
cell_7939,3
cell_7940,15
cell_7941,2
cell_7942,2
cell_7943,2
cell_7944,1
cell_7945,2
cell_7946,35
cell_7947,10
cell_7948,37
cell_7949,2
cell_7950,2
cell_7951,5
cell_7952,3
cell_7953,7
cell_7954,4
cell_7955,14
cell_7956,1
cell_7957,3
cell_7958,1
cell_7959,2
cell_7960,7
cell_7961,7
cell_7962,32
cell_7963,2
cell_7964,6
cell_7965,2
cell_7966,2
cell_7967,2
cell_7968,22
cell_7969,2
cell_7970,8
cell_7971,9
cell_7972,2
cell_7973,3
cell_7974,2
cell_7975,7
cell_7976,8
cell_7977,6
cell_7978,26
cell_7979,7
cell_7980,2
cell_7981,16
cell_7982,6
cell_7983,7
cell_7984,2
cell_7985,1
cell_7986,2
cell_7987,35
cell_7988,2
cell_7989,18
cell_7990,26
cell_7991,3
cell_7992,6
cell_7993,2
cell_7994,3
cell_7995,7
cell_7996,3
cell_7997,2
cell_7998,6
cell_7999,20
cell_8000,1
cell_8001,8
cell_8002,2
cell_8003,17
cell_8004,2
cell_8005,2
cell_8006,5
cell_8007,7
cell_8008,2
cell_8009,37
cell_8010,2
cell_8011,2
cell_8012,2
cell_8013,9
cell_8014,20
cell_8015,24
cell_8016,2
cell_8017,35
cell_8018,23
cell_8019,25
cell_8020,3
cell_8021,29
cell_8022,35
cell_8023,26
cell_8024,1
cell_8025,2
cell_8026,1
cell_8027,3
cell_8028,2
cell_8029,7
cell_8030,12
cell_8031,2
cell_8032,1
cell_8033,2
cell_8034,2
cell_8035,2
cell_8036,2
cell_8037,5
cell_8038,3
cell_8039,18
cell_8040,2
cell_8041,2
cell_8042,1
cell_8043,2
cell_8044,8
cell_8045,2
cell_8046,24
cell_8047,3
cell_8048,1
cell_8049,2
cell_8050,2
cell_8051,3
cell_8052,3
cell_8053,7
cell_8054,25
cell_8055,9
cell_8056,2
cell_8057,7
cell_8058,2
cell_8059,2
cell_8060,9
cell_8061,12
cell_8062,3
cell_8063,2
cell_8064,14
cell_8065,19
cell_8066,2
cell_8067,3
cell_8068,6
cell_8069,7
cell_8070,7
cell_8071,19
cell_8072,2
cell_8073,13
cell_8074,26
cell_8075,2
cell_8076,5
cell_8077,35
cell_8078,6
cell_8079,16
cell_8080,2
cell_8081,3
cell_8082,2
cell_8083,31
cell_8084,8
cell_8085,32
cell_8086,2
cell_8087,20
cell_8088,15
cell_8089,17
cell_8090,3
cell_8091,13
cell_8092,16
cell_8093,4
cell_8094,7
cell_8095,5
cell_8096,7
cell_8097,9
cell_8098,16
cell_8099,18
cell_8100,18
cell_8101,1
cell_8102,2
cell_8103,1
cell_8104,10
cell_8105,27
cell_8106,36
cell_8107,25
cell_8108,2
cell_8109,19
cell_8110,25
cell_8111,14
cell_8112,7
cell_8113,15
cell_8114,3
cell_8115,29
cell_8116,3
cell_8117,7
cell_8118,35
cell_8119,29
cell_8120,7
cell_8121,8
cell_8122,25
cell_8123,27
cell_8124,7
cell_8125,7
cell_8126,2
cell_8127,2
cell_8128,3
cell_8129,15
cell_8130,32
cell_8131,3
cell_8132,22
cell_8133,22
cell_8134,2
cell_8135,3
cell_8136,25
cell_8137,32
cell_8138,2
cell_8139,26
cell_8140,2
cell_8141,12
cell_8142,3
cell_8143,24
cell_8144,2
cell_8145,10
cell_8146,2
cell_8147,3
cell_8148,2
cell_8149,7
cell_8150,21
cell_8151,3
cell_8152,2
cell_8153,2
cell_8154,2
cell_8155,12
cell_8156,24
cell_8157,2
cell_8158,16
cell_8159,2
cell_8160,8
cell_8161,10
cell_8162,2
cell_8163,3
cell_8164,2
cell_8165,3
cell_8166,9
cell_8167,14
cell_8168,13
cell_8169,22
cell_8170,1
cell_8171,14
cell_8172,2
cell_8173,26
cell_8174,15
cell_8175,2
cell_8176,2
cell_8177,2
cell_8178,2
cell_8179,2
cell_8180,7
cell_8181,24
cell_8182,10
cell_8183,18
cell_8184,2
cell_8185,18
cell_8186,27
cell_8187,25
cell_8188,16
cell_8189,12
cell_8190,1
cell_8191,5
cell_8192,2
cell_8193,3
cell_8194,3
cell_8195,29
cell_8196,18
cell_8197,2
cell_8198,32
cell_8199,2
cell_8200,1
cell_8201,7
cell_8202,2
cell_8203,7
cell_8204,25
cell_8205,1
cell_8206,2
cell_8207,3
cell_8208,2
cell_8209,2
cell_8210,7
cell_8211,24
cell_8212,2
cell_8213,2
cell_8214,23
cell_8215,16
cell_8216,10
cell_8217,35
cell_8218,2
cell_8219,22
cell_8220,2
cell_8221,2
cell_8222,24
cell_8223,17
cell_8224,35
cell_8225,3
cell_8226,35
cell_8227,2
cell_8228,2
cell_8229,18
cell_8230,17
cell_8231,2
cell_8232,2
cell_8233,2
cell_8234,2
cell_8235,2
cell_8236,1
cell_8237,2
cell_8238,2
cell_8239,2
cell_8240,29
cell_8241,15
cell_8242,18
cell_8243,1
cell_8244,31
cell_8245,8
cell_8246,2
cell_8247,1
cell_8248,7
cell_8249,25
cell_8250,24
cell_8251,1
cell_8252,2
cell_8253,7
cell_8254,22
cell_8255,2
cell_8256,7
cell_8257,2
cell_8258,3
cell_8259,7
cell_8260,15
cell_8261,35
cell_8262,7
cell_8263,8
cell_8264,2
cell_8265,2
cell_8266,8
cell_8267,1
cell_8268,7
cell_8269,4
cell_8270,2
cell_8271,32
cell_8272,1
cell_8273,4
cell_8274,3
cell_8275,38
cell_8276,7
cell_8277,7
cell_8278,14
cell_8279,2
cell_8280,10
cell_8281,2
cell_8282,32
cell_8283,3
cell_8284,10
cell_8285,26
cell_8286,16
cell_8287,3
cell_8288,2
cell_8289,7
cell_8290,7
cell_8291,2
cell_8292,1
cell_8293,20
cell_8294,7
cell_8295,2
cell_8296,3
cell_8297,10
cell_8298,33
cell_8299,2
cell_8300,2
cell_8301,7
cell_8302,15
cell_8303,1
cell_8304,7
cell_8305,2
cell_8306,2
cell_8307,2
cell_8308,2
cell_8309,2
cell_8310,2
cell_8311,18
cell_8312,3
cell_8313,38
cell_8314,16
cell_8315,1
cell_8316,2
cell_8317,31
cell_8318,1
cell_8319,2
cell_8320,21
cell_8321,21
cell_8322,21
cell_8323,21
cell_8324,29
cell_8325,10
cell_8326,1
cell_8327,7
cell_8328,2
cell_8329,22
cell_8330,1
cell_8331,2
cell_8332,3
cell_8333,2
cell_8334,2
cell_8335,16
cell_8336,25
cell_8337,24
cell_8338,35
cell_8339,22
cell_8340,35
cell_8341,7
cell_8342,3
cell_8343,15
cell_8344,2
cell_8345,22
cell_8346,2
cell_8347,2
cell_8348,7
cell_8349,19
cell_8350,7
cell_8351,16
cell_8352,7
cell_8353,7
cell_8354,3
cell_8355,3
cell_8356,2
cell_8357,23
cell_8358,1
cell_8359,4
cell_8360,7
cell_8361,2
cell_8362,12
cell_8363,2
cell_8364,2
cell_8365,14
cell_8366,7
cell_8367,34
cell_8368,2
cell_8369,3
cell_8370,25
cell_8371,25
cell_8372,30
cell_8373,3
cell_8374,7
cell_8375,22
cell_8376,31
cell_8377,9
cell_8378,24
cell_8379,31
cell_8380,2
cell_8381,33
cell_8382,28
cell_8383,18
cell_8384,13
cell_8385,2
cell_8386,13
cell_8387,2
cell_8388,21
cell_8389,2
cell_8390,2
cell_8391,7
cell_8392,2
cell_8393,15
cell_8394,11
cell_8395,25
cell_8396,1
cell_8397,3
cell_8398,3
cell_8399,2
cell_8400,7
cell_8401,2
cell_8402,8
cell_8403,2
cell_8404,22
cell_8405,2
cell_8406,23
cell_8407,34
cell_8408,24
cell_8409,34
cell_8410,4
cell_8411,2
cell_8412,24
cell_8413,1
cell_8414,15
cell_8415,15
cell_8416,11
cell_8417,7
cell_8418,35
cell_8419,3
cell_8420,2
cell_8421,10
cell_8422,1
cell_8423,35
cell_8424,7
cell_8425,7
cell_8426,35
cell_8427,1
cell_8428,8
cell_8429,10
cell_8430,26
cell_8431,17
cell_8432,10
cell_8433,10
cell_8434,10
cell_8435,3
cell_8436,1
cell_8437,5
cell_8438,3
cell_8439,35
cell_8440,3
cell_8441,18
cell_8442,2
cell_8443,6
cell_8444,2
cell_8445,1
cell_8446,21
cell_8447,2
cell_8448,10
cell_8449,10
cell_8450,21
cell_8451,26
cell_8452,1
cell_8453,6
cell_8454,2
cell_8455,30
cell_8456,28
cell_8457,7
cell_8458,2
cell_8459,30
cell_8460,2
cell_8461,10
cell_8462,14
cell_8463,2
cell_8464,3
cell_8465,2
cell_8466,8
cell_8467,12
cell_8468,2
cell_8469,2
cell_8470,22
cell_8471,7
cell_8472,7
cell_8473,2
cell_8474,6
cell_8475,7
cell_8476,16
cell_8477,3
cell_8478,1
cell_8479,3
cell_8480,1
cell_8481,2
cell_8482,1
cell_8483,13
cell_8484,10
cell_8485,2
cell_8486,1
cell_8487,2
cell_8488,7
cell_8489,25
cell_8490,3
cell_8491,22
cell_8492,35
cell_8493,21
cell_8494,15
cell_8495,9
cell_8496,3
cell_8497,7
cell_8498,2
cell_8499,3
cell_8500,12
cell_8501,27
cell_8502,7
cell_8503,13
cell_8504,2
cell_8505,18
cell_8506,5
cell_8507,7
cell_8508,25
cell_8509,2
cell_8510,21
cell_8511,2
cell_8512,7
cell_8513,1
cell_8514,2
cell_8515,2
cell_8516,16
cell_8517,10
cell_8518,5
cell_8519,2
cell_8520,22
cell_8521,2
cell_8522,27
cell_8523,2
cell_8524,24
cell_8525,25
cell_8526,27
cell_8527,3
cell_8528,2
cell_8529,35
cell_8530,22
cell_8531,37
cell_8532,27
cell_8533,37
cell_8534,3
cell_8535,2
cell_8536,4
cell_8537,4
cell_8538,4
cell_8539,20
cell_8540,1
cell_8541,18
cell_8542,20
cell_8543,14
cell_8544,11
cell_8545,35
cell_8546,2
cell_8547,22
cell_8548,1
cell_8549,10
cell_8550,3
cell_8551,2
cell_8552,5
cell_8553,2
cell_8554,10
cell_8555,27
cell_8556,10
cell_8557,3
cell_8558,2
cell_8559,13
cell_8560,2
cell_8561,10
cell_8562,7
cell_8563,22
cell_8564,1
cell_8565,2
cell_8566,2
cell_8567,23
cell_8568,12
cell_8569,7
cell_8570,13
cell_8571,9
cell_8572,25
cell_8573,3
cell_8574,2
cell_8575,29
cell_8576,10
cell_8577,21
cell_8578,10
cell_8579,21
cell_8580,2
cell_8581,20
cell_8582,10
cell_8583,2
cell_8584,3
cell_8585,2
cell_8586,29
cell_8587,25
cell_8588,3
cell_8589,5
cell_8590,22
cell_8591,1
cell_8592,3
cell_8593,1
cell_8594,2
cell_8595,2
cell_8596,10
cell_8597,29
cell_8598,24
cell_8599,2
cell_8600,2
cell_8601,7
cell_8602,2
cell_8603,3
cell_8604,12
cell_8605,21
cell_8606,16
cell_8607,2
cell_8608,7
cell_8609,7
cell_8610,22
cell_8611,2
cell_8612,1
cell_8613,8
cell_8614,2
cell_8615,13
cell_8616,32
cell_8617,16
cell_8618,2
cell_8619,2
cell_8620,12
cell_8621,7
cell_8622,2
cell_8623,2
cell_8624,7
cell_8625,27
cell_8626,2
cell_8627,2
cell_8628,13
cell_8629,16
cell_8630,7
cell_8631,31
cell_8632,26
cell_8633,3
cell_8634,2
cell_8635,25
cell_8636,5
cell_8637,3
cell_8638,7
cell_8639,23
cell_8640,24
cell_8641,16
cell_8642,2
cell_8643,2
cell_8644,2
cell_8645,10
cell_8646,7
cell_8647,3
cell_8648,14
cell_8649,19
cell_8650,14
cell_8651,10
cell_8652,3
cell_8653,12
cell_8654,25
cell_8655,17
cell_8656,19
cell_8657,2
cell_8658,18
cell_8659,2
cell_8660,6
cell_8661,25
cell_8662,12
cell_8663,21
cell_8664,21
cell_8665,16
cell_8666,7
cell_8667,26
cell_8668,24
cell_8669,35
cell_8670,25
cell_8671,6
cell_8672,2
cell_8673,2
cell_8674,8
cell_8675,2
cell_8676,22
cell_8677,2
cell_8678,10
cell_8679,8
cell_8680,24
cell_8681,1
cell_8682,35
cell_8683,2
cell_8684,4
cell_8685,18
cell_8686,25
cell_8687,2
cell_8688,2
cell_8689,10
cell_8690,24
cell_8691,7
cell_8692,18
cell_8693,1
cell_8694,7
cell_8695,2
cell_8696,6
cell_8697,36
cell_8698,2
cell_8699,25
cell_8700,15
cell_8701,1
cell_8702,12
cell_8703,15
cell_8704,14
cell_8705,2
cell_8706,2
cell_8707,15
cell_8708,22
cell_8709,24
cell_8710,2
cell_8711,2
cell_8712,18
cell_8713,27
cell_8714,2
cell_8715,10
cell_8716,20
cell_8717,24
cell_8718,36
cell_8719,2
cell_8720,35
cell_8721,2
cell_8722,3
cell_8723,27
cell_8724,6
cell_8725,7
cell_8726,18
cell_8727,6
cell_8728,1
cell_8729,7
cell_8730,22
cell_8731,16
cell_8732,2
cell_8733,2
cell_8734,35
cell_8735,21
cell_8736,35
cell_8737,2
cell_8738,8
cell_8739,24
cell_8740,24
cell_8741,2
cell_8742,24
cell_8743,24
cell_8744,7
cell_8745,2
cell_8746,2
cell_8747,1
cell_8748,24
cell_8749,7
cell_8750,15
cell_8751,7
cell_8752,3
cell_8753,12
cell_8754,2
cell_8755,7
cell_8756,2
cell_8757,2
cell_8758,2
cell_8759,25
cell_8760,21
cell_8761,21
cell_8762,2
cell_8763,6
cell_8764,2
cell_8765,2
cell_8766,18
cell_8767,2
cell_8768,21
cell_8769,26
cell_8770,2
cell_8771,7
cell_8772,35
cell_8773,6
cell_8774,10
cell_8775,3
cell_8776,35
cell_8777,2
cell_8778,8
cell_8779,5
cell_8780,3
cell_8781,2
cell_8782,2
cell_8783,31
cell_8784,28
cell_8785,26
cell_8786,1
cell_8787,12
cell_8788,3
cell_8789,7
cell_8790,18
cell_8791,2
cell_8792,2
cell_8793,26
cell_8794,7
cell_8795,2
cell_8796,2
cell_8797,15
cell_8798,35
cell_8799,22
cell_8800,7
cell_8801,25
cell_8802,35
cell_8803,2
cell_8804,35
cell_8805,5
cell_8806,2
cell_8807,27
cell_8808,6
cell_8809,10
cell_8810,5
cell_8811,37
cell_8812,2
cell_8813,24
cell_8814,22
cell_8815,16
cell_8816,9
cell_8817,24
cell_8818,22
cell_8819,7
cell_8820,5
cell_8821,1
cell_8822,1
cell_8823,8
cell_8824,2
cell_8825,2
cell_8826,14
cell_8827,2
cell_8828,2
cell_8829,26
cell_8830,8
cell_8831,8
cell_8832,22
cell_8833,14
cell_8834,12
cell_8835,2
cell_8836,2
cell_8837,20
cell_8838,14
cell_8839,25
cell_8840,2
cell_8841,3
cell_8842,2
cell_8843,31
cell_8844,1
cell_8845,24
cell_8846,14
cell_8847,7
cell_8848,14
cell_8849,3
cell_8850,35
cell_8851,35
cell_8852,3
cell_8853,1
cell_8854,1
cell_8855,35
cell_8856,18
cell_8857,10
cell_8858,4
cell_8859,1
cell_8860,2
cell_8861,3
cell_8862,25
cell_8863,22
cell_8864,2
cell_8865,2
cell_8866,2
cell_8867,2
cell_8868,19
cell_8869,3
cell_8870,24
cell_8871,3
cell_8872,22
cell_8873,3
cell_8874,7
cell_8875,5
cell_8876,7
cell_8877,7
cell_8878,12
cell_8879,12
cell_8880,1
cell_8881,24
cell_8882,2
cell_8883,18
cell_8884,2
cell_8885,7
cell_8886,16
cell_8887,2
cell_8888,6
cell_8889,2
cell_8890,1
cell_8891,7
cell_8892,16
cell_8893,26
cell_8894,32
cell_8895,22
cell_8896,2
cell_8897,6
cell_8898,24
cell_8899,2
cell_8900,3
cell_8901,10
cell_8902,25
cell_8903,12
cell_8904,33
cell_8905,26
cell_8906,22
cell_8907,2
cell_8908,1
cell_8909,9
cell_8910,14
cell_8911,16
cell_8912,2
cell_8913,22
cell_8914,13
cell_8915,1
cell_8916,14
cell_8917,2
cell_8918,18
cell_8919,2
cell_8920,2
cell_8921,13
cell_8922,2
cell_8923,1
cell_8924,2
cell_8925,21
cell_8926,16
cell_8927,10
cell_8928,1
cell_8929,7
cell_8930,3
cell_8931,6
cell_8932,2
cell_8933,35
cell_8934,16
cell_8935,14
cell_8936,19
cell_8937,7
cell_8938,2
cell_8939,16
cell_8940,8
cell_8941,2
cell_8942,22
cell_8943,3
cell_8944,3
cell_8945,2
cell_8946,3
cell_8947,2
cell_8948,1
cell_8949,2
cell_8950,2
cell_8951,16
cell_8952,21
cell_8953,35
cell_8954,3
cell_8955,13
cell_8956,7
cell_8957,2
cell_8958,22
cell_8959,11
cell_8960,8
cell_8961,32
cell_8962,14
cell_8963,14
cell_8964,18
cell_8965,2
cell_8966,2
cell_8967,3
cell_8968,2
cell_8969,2
cell_8970,2
cell_8971,36
cell_8972,3
cell_8973,36
cell_8974,2
cell_8975,35
cell_8976,28
cell_8977,17
cell_8978,10
cell_8979,31
cell_8980,31
cell_8981,25
cell_8982,2
cell_8983,35
cell_8984,13
cell_8985,22
cell_8986,14
cell_8987,9
cell_8988,2
cell_8989,16
cell_8990,11
cell_8991,25
cell_8992,7
cell_8993,2
cell_8994,10
cell_8995,2
cell_8996,2
cell_8997,2
cell_8998,2
cell_8999,2
cell_9000,5
cell_9001,2
cell_9002,2
cell_9003,8
cell_9004,8
cell_9005,2
cell_9006,21
cell_9007,1
cell_9008,9
cell_9009,2
cell_9010,21
cell_9011,7
cell_9012,2
cell_9013,2
cell_9014,20
cell_9015,3
cell_9016,29
cell_9017,35
cell_9018,30
cell_9019,2
cell_9020,20
cell_9021,11
cell_9022,10
cell_9023,2
cell_9024,33
cell_9025,2
cell_9026,10
cell_9027,2
cell_9028,2
cell_9029,1
cell_9030,29
cell_9031,2
cell_9032,35
cell_9033,2
cell_9034,35
cell_9035,7
cell_9036,18
cell_9037,2
cell_9038,3
cell_9039,2
cell_9040,3
cell_9041,14
cell_9042,27
cell_9043,7
cell_9044,2
cell_9045,2
cell_9046,27
cell_9047,20
cell_9048,25
cell_9049,20
cell_9050,2
cell_9051,24
cell_9052,24
cell_9053,3
cell_9054,2
cell_9055,6
cell_9056,7
cell_9057,6
cell_9058,8
cell_9059,8
cell_9060,35
cell_9061,37
cell_9062,3
cell_9063,2
cell_9064,2
cell_9065,6
cell_9066,6
cell_9067,6
cell_9068,33
cell_9069,35
cell_9070,9
cell_9071,2
cell_9072,7
cell_9073,3
cell_9074,22
cell_9075,7
cell_9076,2
cell_9077,26
cell_9078,18
cell_9079,3
cell_9080,2
cell_9081,24
cell_9082,21
cell_9083,13
cell_9084,9
cell_9085,2
cell_9086,18
cell_9087,2
cell_9088,7
cell_9089,21
cell_9090,3
cell_9091,2
cell_9092,2
cell_9093,2
cell_9094,24
cell_9095,16
cell_9096,10
cell_9097,7
cell_9098,2
cell_9099,2
cell_9100,33
cell_9101,3
cell_9102,19
cell_9103,2
cell_9104,4
cell_9105,2
cell_9106,22
cell_9107,12
cell_9108,12
cell_9109,3
cell_9110,31
cell_9111,2
cell_9112,3
cell_9113,20
cell_9114,7
cell_9115,12
cell_9116,13
cell_9117,1
cell_9118,2
cell_9119,2
cell_9120,3
cell_9121,1
cell_9122,2
cell_9123,2
cell_9124,7
cell_9125,6
cell_9126,24
cell_9127,16
cell_9128,2
cell_9129,2
cell_9130,2
cell_9131,2
cell_9132,2
cell_9133,2
cell_9134,7
cell_9135,2
cell_9136,3
cell_9137,2
cell_9138,1
cell_9139,25
cell_9140,2
cell_9141,7
cell_9142,2
cell_9143,35
cell_9144,2
cell_9145,13
cell_9146,3
cell_9147,25
cell_9148,2
cell_9149,2
cell_9150,19
cell_9151,7
cell_9152,2
cell_9153,6
cell_9154,24
cell_9155,6
cell_9156,31
cell_9157,2
cell_9158,14
cell_9159,2
cell_9160,18
cell_9161,2
cell_9162,1
cell_9163,7
cell_9164,35
cell_9165,1
cell_9166,14
cell_9167,7
cell_9168,24
cell_9169,32
cell_9170,7
cell_9171,7
cell_9172,34
cell_9173,25
cell_9174,3
cell_9175,7
cell_9176,24
cell_9177,31
cell_9178,7
cell_9179,2
cell_9180,7
cell_9181,2
cell_9182,1
cell_9183,23
cell_9184,13
cell_9185,13
cell_9186,3
cell_9187,2
cell_9188,7
cell_9189,2
cell_9190,35
cell_9191,2
cell_9192,2
cell_9193,10
cell_9194,2
cell_9195,18
cell_9196,1
cell_9197,1
cell_9198,2
cell_9199,4
cell_9200,2
cell_9201,32
cell_9202,3
cell_9203,18
cell_9204,2
cell_9205,25
cell_9206,2
cell_9207,2
cell_9208,5
cell_9209,37
cell_9210,37
cell_9211,3
cell_9212,2
cell_9213,2
cell_9214,7
cell_9215,16
cell_9216,1
cell_9217,24
cell_9218,2
cell_9219,12
cell_9220,35
cell_9221,3
cell_9222,14
cell_9223,2
cell_9224,1
cell_9225,16
cell_9226,8
cell_9227,2
cell_9228,13
cell_9229,3
cell_9230,34
cell_9231,1
cell_9232,1
cell_9233,7
cell_9234,29
cell_9235,10
cell_9236,21
cell_9237,21
cell_9238,10
cell_9239,9
cell_9240,3
cell_9241,7
cell_9242,8
cell_9243,24
cell_9244,1
cell_9245,14
cell_9246,1
cell_9247,16
cell_9248,10
cell_9249,3
cell_9250,13
cell_9251,21
cell_9252,20
cell_9253,2
cell_9254,32
cell_9255,13
cell_9256,2
cell_9257,3
cell_9258,2
cell_9259,3
cell_9260,7
cell_9261,2
cell_9262,3
cell_9263,2
cell_9264,7
cell_9265,2
cell_9266,7
cell_9267,2
cell_9268,9
cell_9269,2
cell_9270,2
cell_9271,2
cell_9272,5
cell_9273,2
cell_9274,32
cell_9275,2
cell_9276,22
cell_9277,3
cell_9278,1
cell_9279,34
cell_9280,2
cell_9281,10
cell_9282,3
cell_9283,2
cell_9284,2
cell_9285,18
cell_9286,2
cell_9287,1
